time,temperature_2m,relative_humidity_2m,precipitation,pressure_msl,wind_speed_10m,cloud_cover
2025-11-15 00:00:00,14.0,93,0.1,1005.7,10.8,100
2025-11-15 01:00:00,13.3,95,0.0,1006.4,10.1,100
2025-11-15 02:00:00,12.4,96,8.0,1006.6,6.7,100
2025-11-15 03:00:00,12.6,96,4.4,1006.4,6.1,100
2025-11-15 04:00:00,12.1,97,1.8,1006.7,9.7,99
2025-11-15 05:00:00,11.8,95,0.1,1006.6,7.3,95
2025-11-15 06:00:00,11.0,97,0.0,1006.7,3.9,87
2025-11-15 07:00:00,10.9,98,0.0,1007.3,6.5,100
2025-11-15 08:00:00,10.9,98,0.0,1007.4,6.0,95
2025-11-15 09:00:00,11.3,98,0.0,1007.9,7.1,100
2025-11-15 10:00:00,12.4,96,0.0,1008.0,6.9,100
2025-11-15 11:00:00,13.1,91,0.0,1007.9,5.4,100
2025-11-15 12:00:00,13.8,89,0.0,1008.1,5.0,100
2025-11-15 13:00:00,13.1,95,0.1,1007.7,2.3,100
2025-11-15 14:00:00,13.2,95,1.5,1007.5,5.2,100
